year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
2013,Chief executives,"Management, Business, and Financial",Management,1024259,782400,241859,23.6,120254,126142.0,95921.0,76.04207956112951
2013,General and operations managers,"Management, Business, and Financial",Management,977284,681627,295657,30.3,73557,81041.0,60759.0,74.97316173294999
2013,Legislators,"Management, Business, and Financial",Management,14815,8375,6440,43.5,67155,71530.0,65325.0,91.32531804837132
2013,Advertising and promotions managers,"Management, Business, and Financial",Management,43015,17775,25240,58.7,61371,75190.0,55860.0,74.29179412155872
2013,Marketing and sales managers,"Management, Business, and Financial",Management,754514,440078,314436,41.7,78455,91998.0,65040.0,70.69718906932759
2013,Public relations and fundraising managers,"Management, Business, and Financial",Management,44198,16141,28057,63.5,74114,90071.0,66052.0,73.33325931764941
2013,Administrative services managers,"Management, Business, and Financial",Management,109703,72873,36830,33.6,62187,66579.0,55079.0,82.7272863815918
2013,Computer and information systems managers,"Management, Business, and Financial",Management,489048,354369,134679,27.5,99167,101318.0,90940.0,89.75700270435658
2013,Financial managers,"Management, Business, and Financial",Management,990611,460842,529769,53.5,70456,90278.0,57406.0,63.58802809100778
2013,Human resources managers,"Management, Business, and Financial",Management,307004,125240,181764,59.2,67669,75328.0,64662.0,85.84059048428207
2013,Training and development managers,"Management, Business, and Financial",Management,41185,20111,21074,51.2,74735,80754.0,71091.0,88.03402927409168
2013,Industrial production managers,"Management, Business, and Financial",Management,218198,177200,40998,18.8,72414,74623.0,65033.0,87.14873430443697
2013,Purchasing managers,"Management, Business, and Financial",Management,175540,96499,79041,45.0,71237,81528.0,62785.0,77.0103522716122
2013,"Transportation, storage, and distribution managers","Management, Business, and Financial",Management,185512,151841,33671,18.2,52058,52017.0,52259.0,100.46523252013765
2013,"Farmers, ranchers, and other agricultural managers","Management, Business, and Financial",Management,499775,446121,53654,10.7,40638,41691.0,25310.0,60.70854620901394
2013,Construction managers,"Management, Business, and Financial",Management,469706,434849,34857,7.4,68101,69556.0,62198.0,89.42147334521823
2013,Education administrators,"Management, Business, and Financial",Management,708239,272330,435909,61.5,66889,78115.0,60580.0,77.55232669781732
2013,Architectural and engineering managers,"Management, Business, and Financial",Management,132575,120777,11798,8.9,121336,121690.0,113507.0,93.27553619853728
2013,Food service managers,"Management, Business, and Financial",Management,740359,407357,333002,45.0,36586,41164.0,31578.0,76.71266154892623
2013,Gaming managers,"Management, Business, and Financial",Management,17294,10632,6662,38.5,51221,52127.0,47845.0,91.78544708116716
2013,Lodging managers,"Management, Business, and Financial",Management,96419,47382,49037,50.9,41824,50610.0,36533.0,72.18533886583678
2013,Medical and health services managers,"Management, Business, and Financial",Management,546042,171661,374381,68.6,69563,84450.0,64765.0,76.69034931912374
2013,Natural sciences managers,"Management, Business, and Financial",Management,16766,8633,8133,48.5,94448,121164.0,85416.0,70.49618698623354
2013,Postmasters and mail superintendents,"Management, Business, and Financial",Management,28282,12394,15888,56.2,65191,77465.0,56317.0,72.69992900019363
2013,"Property, real estate, and community association managers","Management, Business, and Financial",Management,414232,203818,210414,50.8,47936,57059.0,41743.0,73.15760879090064
2013,Social and community service managers,"Management, Business, and Financial",Management,279952,96503,183449,65.5,55473,62367.0,51933.0,83.26999855692915
2013,"Managers, all other","Management, Business, and Financial",Management,3034121,2056582,977539,32.2,75912,81462.0,63917.0,78.46235054381184
2013,"Agents and business managers of artists, performers, and athletes","Management, Business, and Financial",Business and Financial Operations,28413,17494,10919,38.4,51244,51910.0,47043.0,90.62415719514544
2013,"Wholesale and retail buyers, except farm products","Management, Business, and Financial",Business and Financial Operations,170412,86522,83890,49.2,42170,41619.0,42990.0,103.29416852879692
2013,"Purchasing agents, except wholesale, retail, and farm products","Management, Business, and Financial",Business and Financial Operations,220927,107988,112939,51.1,54632,60957.0,50058.0,82.12018307987597
2013,"Claims adjusters, appraisers, examiners, and investigators","Management, Business, and Financial",Business and Financial Operations,257730,98587,159143,61.7,51134,60097.0,46520.0,77.4081900926835
2013,Compliance officers,"Management, Business, and Financial",Business and Financial Operations,193020,95524,97496,50.5,62311,66724.0,60054.0,90.00359690666028
2013,Cost estimators,"Management, Business, and Financial",Business and Financial Operations,105744,91484,14260,13.5,57333,60249.0,49443.0,82.06443260469052
2013,Human resources workers,"Management, Business, and Financial",Business and Financial Operations,571108,158154,412954,72.3,54989,63034.0,51765.0,82.12234667005109
2013,"Compensation, benefits, and job analysis specialists","Management, Business, and Financial",Business and Financial Operations,53127,13895,39232,73.8,50968,61089.0,47927.0,78.454386223379
2013,Training and development specialists,"Management, Business, and Financial",Business and Financial Operations,105954,50856,55098,52.0,52417,59310.0,50024.0,84.34328106558759
2013,Logisticians,"Management, Business, and Financial",Business and Financial Operations,97563,63756,33807,34.7,52109,54698.0,50410.0,92.1605908808366
2013,Management analysts,"Management, Business, and Financial",Business and Financial Operations,589692,346499,243193,41.2,80220,89151.0,72006.0,80.76858363899451
2013,"Meeting, convention, and event planners","Management, Business, and Financial",Business and Financial Operations,78856,15208,63648,80.7,47088,47876.0,46973.0,98.1138775169187
2013,Fundraisers,"Management, Business, and Financial",Business and Financial Operations,63985,18678,45307,70.8,60802,69292.0,57730.0,83.31409109276684
2013,Market research analysts and marketing specialists,"Management, Business, and Financial",Business and Financial Operations,230432,102417,128015,55.6,67154,80508.0,60673.0,75.36269687484474
2013,"Business operations specialists, all other","Management, Business, and Financial",Business and Financial Operations,211970,98399,113571,53.6,56945,67442.0,51378.0,76.18101479790042
2013,Accountants and auditors,"Management, Business, and Financial",Business and Financial Operations,1651199,683411,967788,58.6,61270,72805.0,54720.0,75.15967309937504
2013,Appraisers and assessors of real estate,"Management, Business, and Financial",Business and Financial Operations,75414,49592,25822,34.2,55227,61056.0,45643.0,74.75596174004193
2013,Budget analysts,"Management, Business, and Financial",Business and Financial Operations,41799,14880,26919,64.4,70429,78667.0,65830.0,83.6818488057254
2013,Credit analysts,"Management, Business, and Financial",Business and Financial Operations,23011,9607,13404,58.3,53869,56903.0,51602.0,90.6841467057976
2013,Financial analysts,"Management, Business, and Financial",Business and Financial Operations,65367,44484,20883,31.9,84140,100081.0,63424.0,63.37266813880756
2013,Personal financial advisors,"Management, Business, and Financial",Business and Financial Operations,283136,196273,86863,30.7,82142,98126.0,60359.0,61.511729816766206
2013,Insurance underwriters,"Management, Business, and Financial",Business and Financial Operations,94336,33432,60904,64.6,58402,75372.0,52283.0,69.36660828955048
2013,Credit counselors and loan officers,"Management, Business, and Financial",Business and Financial Operations,285649,130778,154871,54.2,54535,69726.0,46394.0,66.53758999512377
2013,"Tax examiners and collectors, and revenue agents","Management, Business, and Financial",Business and Financial Operations,50960,17617,33343,65.4,49380,66754.0,45704.0,68.46630913503311
2013,Tax preparers,"Management, Business, and Financial",Business and Financial Operations,51485,24538,26947,52.3,56047,70641.0,47997.0,67.94496114154668
2013,"Financial specialists, all other","Management, Business, and Financial",Business and Financial Operations,58785,26520,32265,54.9,61323,81859.0,48869.0,59.69899461268767
2013,Computer systems analysts,"Computer, Engineering, and Science",Computer and mathematical,441538,280626,160912,36.4,75886,81174.0,69346.0,85.42883189198511
2013,Information security analysts,"Computer, Engineering, and Science",Computer and mathematical,50853,40681,10172,20.0,84140,86349.0,80245.0,92.93101251896374
2013,Computer programmers,"Computer, Engineering, and Science",Computer and mathematical,374314,298175,76139,20.3,80512,81508.0,75088.0,92.1234725425725
2013,"Software developers, applications and systems software","Computer, Engineering, and Science",Computer and mathematical,924888,741308,183580,19.8,94025,96868.0,83808.0,86.51773547507949
2013,Web developers,"Computer, Engineering, and Science",Computer and mathematical,136446,95672,40774,29.9,60056,61566.0,53995.0,87.70262807393692
2013,Computer support specialists,"Computer, Engineering, and Science",Computer and mathematical,458736,339470,119266,26.0,52063,53960.0,49001.0,90.80985915492955
2013,Database administrators,"Computer, Engineering, and Science",Computer and mathematical,101323,61969,39354,38.8,75824,84609.0,61378.0,72.54311007103263
2013,Network and computer systems administrators,"Computer, Engineering, and Science",Computer and mathematical,195372,160376,34996,17.9,67246,68363.0,61699.0,90.25203692055644
2013,Computer network architects,"Computer, Engineering, and Science",Computer and mathematical,91709,84233,7476,8.2,96372,96549.0,94445.0,97.82079565816322
2013,"Computer , all other","Computer, Engineering, and Science",Computer and mathematical,354952,277889,77063,21.7,66550,66971.0,65329.0,97.54819250123188
2013,Actuaries,"Computer, Engineering, and Science",Computer and mathematical,23200,16642,6558,28.3,112191,116019.0,106759.0,92.01854868599108
2013,Operations research analysts,"Computer, Engineering, and Science",Computer and mathematical,123636,65206,58430,47.3,77172,86748.0,68925.0,79.45428136671738
2013,Statisticians,"Computer, Engineering, and Science",Computer and mathematical,31319,16117,15202,48.5,81209,87488.0,74291.0,84.91564557425019
2013,"Architects, except naval","Computer, Engineering, and Science",Architecture and Engineering,145439,114341,31098,21.4,71305,75395.0,60518.0,80.267922276013
2013,"Surveyors, cartographers, and photogrammetrists","Computer, Engineering, and Science",Architecture and Engineering,31315,24924,6391,20.4,59354,61190.0,50876.0,83.14430462493871
2013,Aerospace engineers,"Computer, Engineering, and Science",Architecture and Engineering,117942,105914,12028,10.2,100701,101260.0,90023.0,88.90282441240372
2013,Chemical engineers,"Computer, Engineering, and Science",Architecture and Engineering,53119,45725,7394,13.9,100231,100632.0,95507.0,94.9071865808093
2013,Civil engineers,"Computer, Engineering, and Science",Architecture and Engineering,257802,228722,29080,11.3,81233,81911.0,71854.0,87.72203977487762
2013,Electrical and electronics engineers,"Computer, Engineering, and Science",Architecture and Engineering,180122,163656,16466,9.1,91895,93351.0,81167.0,86.94818480787565
2013,Environmental engineers,"Computer, Engineering, and Science",Architecture and Engineering,25988,19105,6883,26.5,77406,80413.0,72478.0,90.13219255593002
2013,"Industrial engineers, including health and safety","Computer, Engineering, and Science",Architecture and Engineering,172367,136669,35698,20.7,75131,76487.0,66498.0,86.94026435864917
2013,Mechanical engineers,"Computer, Engineering, and Science",Architecture and Engineering,206515,191858,14657,7.1,79565,80193.0,72416.0,90.30214607259984
2013,"Engineers, all other","Computer, Engineering, and Science",Architecture and Engineering,439749,388864,50885,11.6,90913,91800.0,81702.0,89.0
2013,Drafters,"Computer, Engineering, and Science",Architecture and Engineering,124267,102941,21326,17.2,51609,52296.0,47123.0,90.10823007495792
2013,"Engineering technicians, except drafters","Computer, Engineering, and Science",Architecture and Engineering,371566,307644,63922,17.2,54623,56847.0,43517.0,76.5510932854856
2013,Agricultural and food scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",22154,15764,6390,28.8,60826,62867.0,53805.0,85.58544228291473
2013,Biological scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",60924,31860,29064,47.7,57426,57653.0,57107.0,99.05295474650062
2013,Conservation scientists and foresters,"Computer, Engineering, and Science","Life, Physical, and Social Science",20271,15850,4421,21.8,56075,58798.0,52387.0,89.09656791047314
2013,Medical scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",112826,53210,59616,52.8,71375,80113.0,66860.0,83.45711682248823
2013,Chemists and materials scientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",71161,42953,28208,39.6,69780,71853.0,65582.0,91.2724590483348
2013,Environmental scientists and geoscientists,"Computer, Engineering, and Science","Life, Physical, and Social Science",65341,45052,20289,31.1,71065,77333.0,61583.0,79.63353290315906
2013,"Physical scientists, all other","Computer, Engineering, and Science","Life, Physical, and Social Science",171530,106686,64844,37.8,74592,85195.0,61217.0,71.85515581900346
2013,Economists,"Computer, Engineering, and Science","Life, Physical, and Social Science",20957,14810,6147,29.3,105834,120076.0,82427.0,68.6456910623272
2013,Psychologists,"Computer, Engineering, and Science","Life, Physical, and Social Science",115139,37071,78068,67.8,66764,76903.0,62146.0,80.81089164271876
2013,Urban and regional planners,"Computer, Engineering, and Science","Life, Physical, and Social Science",17145,10824,6321,36.9,67392,71693.0,62266.0,86.8508780494609
2013,"Miscellaneous social scientists and related workers, including sociologists","Computer, Engineering, and Science","Life, Physical, and Social Science",32080,15884,16196,50.5,59540,68632.0,52123.0,75.94562303298753
2013,Agricultural and food science technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",24559,15509,9050,36.9,42576,45910.0,39464.0,85.95948595077326
2013,Biological technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",13985,8785,5200,37.2,45798,46823.0,41644.0,88.93919654870469
2013,Chemical technicians,"Computer, Engineering, and Science","Life, Physical, and Social Science",51689,34926,16763,32.4,50982,51831.0,47360.0,91.37388821361732
2013,"Miscellaneous life, physical, and social science technicians","Computer, Engineering, and Science","Life, Physical, and Social Science",100831,55051,45780,45.4,44561,48138.0,40792.0,84.739706676638
2013,Counselors,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,482328,146849,335479,69.6,42349,42299.0,42369.0,100.1654885458285
2013,Social workers,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,627085,124774,502311,80.1,41940,42821.0,41795.0,97.6039793559235
2013,Probation officers and correctional treatment specialists,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,83568,42704,40864,48.9,45909,47561.0,44385.0,93.32225983473856
2013,Social and human service assistants,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,94377,20048,74329,78.8,35643,34967.0,35766.0,102.28501158234906
2013,"Miscellaneous community and social service specialists, including health educators and community health workers","Education, Legal, Community Service, Arts, and Media",Community and Social Service,68388,25669,42719,62.5,41900,47966.0,39620.0,82.6001751240462
2013,Clergy,"Education, Legal, Community Service, Arts, and Media",Community and Social Service,339774,289076,50698,14.9,44422,45350.0,40754.0,89.86549062844543
2013,"Directors, religious activities and education","Education, Legal, Community Service, Arts, and Media",Community and Social Service,34970,16961,18009,51.5,40736,43053.0,38681.0,89.84507467540008
2013,"Religious workers, all other","Education, Legal, Community Service, Arts, and Media",Community and Social Service,41694,19827,21867,52.4,36496,40454.0,35612.0,88.03084985415533
2013,Lawyers,"Education, Legal, Community Service, Arts, and Media",Legal,852860,568201,284659,33.4,120617,127337.0,101640.0,79.81969105601671
2013,"Judges, magistrates, and other judicial workers","Education, Legal, Community Service, Arts, and Media",Legal,55881,32209,23672,42.4,100619,115636.0,83173.0,71.92656266214674
2013,Paralegals and legal assistants,"Education, Legal, Community Service, Arts, and Media",Legal,307815,45422,262393,85.2,46562,50498.0,46061.0,91.21351340647156
2013,Miscellaneous legal support workers,"Education, Legal, Community Service, Arts, and Media",Legal,148521,40412,108109,72.8,46748,60958.0,43663.0,71.62800616818137
2013,Postsecondary teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",836986,457786,379200,45.3,65463,71414.0,60359.0,84.51984204777774
2013,Preschool and kindergarten teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",316025,8298,307727,97.4,24347,30067.0,24257.0,80.67648917417768
2013,Elementary and middle school teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",2282888,503434,1779454,77.9,48874,51986.0,47521.0,91.41114915554188
2013,Secondary school teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",541598,240315,301283,55.6,50810,52819.0,49048.0,92.86052367519264
2013,Special education teachers,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",165928,25578,140350,84.6,47264,46932.0,47378.0,100.9503110883832
2013,Other teachers and instructors,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",359794,169655,190139,52.8,43740,50250.0,40132.0,79.86467661691542
2013,"Archivists, curators, and museum technicians","Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",31925,13316,18609,58.3,51704,58285.0,46130.0,79.14557776443338
2013,Librarians,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",111952,19727,92225,82.4,48892,51879.0,48005.0,92.53262399043928
2013,Teacher assistants,"Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",371321,44030,327291,88.1,21125,25873.0,20748.0,80.19170563908321
2013,"Other education, training, and library workers","Education, Legal, Community Service, Arts, and Media","Education, Training, and Library",88624,26398,62226,70.2,51516,55834.0,50756.0,90.90518322169288
2013,Artists and related workers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",116825,75425,41400,35.4,49197,54669.0,37261.0,68.1574566939216
2013,Designers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",552419,303391,249028,45.1,50461,55658.0,44269.0,79.53753278953609
2013,Producers and directors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",117967,73980,43987,37.3,63715,62368.0,66226.0,106.18586454592098
2013,"Athletes, coaches, umpires, and related workers","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",114456,83451,31005,27.1,43373,46602.0,36682.0,78.71335994163341
2013,"Musicians, singers, and related workers","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",60370,48227,12143,20.1,42746,42988.0,42279.0,98.35070252163396
2013,"News analysts, reporters and correspondents","Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",52566,29289,23277,44.3,50711,55156.0,45994.0,83.38893320762926
2013,Public relations specialists,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",97408,38545,58863,60.4,63966,76638.0,58483.0,76.31070748192803
2013,Editors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",117721,59523,58198,49.4,52746,55899.0,51884.0,92.81740281579278
2013,Technical writers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",43977,19964,24013,54.6,69242,75598.0,61511.0,81.36590915103574
2013,Writers and authors,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",121198,57902,63296,52.2,53964,60192.0,51219.0,85.09270334928229
2013,Miscellaneous media and communication workers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",45120,17870,27250,60.4,42033,46135.0,40256.0,87.25696325999783
2013,Photographers,"Education, Legal, Community Service, Arts, and Media","Arts, Design, Entertainment, Sports, and Media",80489,48494,31995,39.8,38052,44513.0,30455.0,68.41821490351133
2013,Chiropractors,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,34499,27139,7360,21.3,70513,72468.0,60223.0,83.10288679141138
2013,Dentists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,97562,74382,23180,23.8,141557,151071.0,102460.0,67.82241462623534
2013,Dietitians and nutritionists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,61437,7250,54187,88.2,47997,49001.0,47717.0,97.37964531336095
2013,Optometrists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,25610,16298,9312,36.4,103805,120521.0,96186.0,79.80849810406485
2013,Pharmacists,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,205734,98972,106762,51.9,116468,120792.0,111809.0,92.56324922180276
2013,Physicians and surgeons,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,737546,495061,242485,32.9,182232,202533.0,140036.0,69.14231261078442
2013,Physician assistants,Healthcare Practitioners and Technical,Healthcare Practitioners and Technical,100572,35720,64852,64.5,81522,93791.0,76396.0,81.45344436033308
